中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度,峰值速度数值
18.216.55.100,443,18.216.55.100,US,Columbus,中转,9 ms,752 Mbps,96358 kB/s,96358.0
43.153.103.203,443,43.153.103.203,US,San Jose,中转,53 ms,560 Mbps,71782 kB/s,71782.0
184.169.181.217,443,184.169.181.217,US,San Jose,中转,58 ms,516 Mbps,66150 kB/s,66150.0
43.153.80.208,443,43.153.80.208,US,San Jose,中转,65 ms,512 Mbps,65536 kB/s,65536.0
192.9.139.160,443,192.9.139.160,US,San Jose,中转,52 ms,444 Mbps,56832 kB/s,56832.0
34.82.76.253,443,34.169.66.96,US,Seattle,隧道,50 ms,436 Mbps,55910 kB/s,55910.0
23.94.43.51,443,23.94.43.51,US,Seattle,中转,55 ms,432 Mbps,55296 kB/s,55296.0
35.230.79.26,443,35.212.167.189,US,Seattle,隧道,55 ms,348 Mbps,44544 kB/s,44544.0
35.197.23.75,443,35.212.167.189,US,Seattle,隧道,49 ms,262 Mbps,33587 kB/s,33587.0
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,120 ms,250 Mbps,32051 kB/s,32051.0
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,116 ms,209 Mbps,26828 kB/s,26828.0
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,115 ms,205 Mbps,26316 kB/s,26316.0
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,154 ms,175 Mbps,22425 kB/s,22425.0
64.110.101.125,443,64.110.101.125,JP,Osaka,中转,163 ms,141 Mbps,18124 kB/s,18124.0
168.138.185.234,443,168.138.185.234,SG,Singapore,中转,228 ms,69 Mbps,8955 kB/s,8955.0
8.219.88.129,443,47.245.114.12,SG,Singapore,隧道,215 ms,57 Mbps,7397 kB/s,7397.0
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,105 ms,49 Mbps,6317 kB/s,6317.0
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,115 ms,46 Mbps,5913 kB/s,5913.0
150.230.63.93,443,150.230.63.93,JP,Osaka,中转,161 ms,46 Mbps,5905 kB/s,5905.0
150.230.7.216,443,150.230.7.216,JP,Osaka,中转,154 ms,44 Mbps,5717 kB/s,5717.0
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,152 ms,43 Mbps,5614 kB/s,5614.0
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,164 ms,42 Mbps,5482 kB/s,5482.0
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,202 ms,39 Mbps,5111 kB/s,5111.0
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,221 ms,15 Mbps,1921 kB/s,1921.0
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,27 ms,4 Mbps,569 kB/s,569.0
