中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度,峰值速度数值
184.169.181.217,443,184.169.181.217,US,San Jose,中转,6 ms,2312 Mbps,295936 kB/s,295936.0
35.230.79.26,443,35.212.174.187,US,Seattle,隧道,24 ms,984 Mbps,125952 kB/s,125952.0
35.197.23.75,443,35.212.174.187,US,Seattle,隧道,47 ms,976 Mbps,124928 kB/s,124928.0
34.82.76.253,443,35.230.34.223,US,Seattle,隧道,21 ms,968 Mbps,123904 kB/s,123904.0
192.9.139.160,443,192.9.139.160,US,San Jose,中转,1 ms,904 Mbps,115712 kB/s,115712.0
23.94.43.51,443,23.94.43.51,US,Seattle,中转,20 ms,697 Mbps,89292 kB/s,89292.0
129.146.7.98,443,129.146.7.98,US,Los Angeles,中转,29 ms,471 Mbps,60313 kB/s,60313.0
192.9.236.144,443,192.9.236.144,US,San Jose,中转,3 ms,452 Mbps,57958 kB/s,57958.0
18.216.55.100,443,18.216.55.100,US,Columbus,中转,73 ms,335 Mbps,42905 kB/s,42905.0
64.110.101.125,443,64.110.101.125,JP,Osaka,中转,123 ms,220 Mbps,28262 kB/s,28262.0
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,118 ms,219 Mbps,28057 kB/s,28057.0
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,158 ms,153 Mbps,19660 kB/s,19660.0
64.110.75.145,443,64.110.75.145,KR,Seoul,中转,143 ms,144 Mbps,18432 kB/s,18432.0
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,162 ms,122 Mbps,15667 kB/s,15667.0
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,157 ms,117 Mbps,15052 kB/s,15052.0
168.138.185.234,443,168.138.185.234,SG,Singapore,中转,180 ms,84 Mbps,10752 kB/s,10752.0
150.230.63.93,443,150.230.63.93,JP,Osaka,中转,116 ms,46 Mbps,5986 kB/s,5986.0
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,134 ms,44 Mbps,5725 kB/s,5725.0
150.230.7.216,443,150.230.7.216,JP,Osaka,中转,120 ms,44 Mbps,5664 kB/s,5664.0
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,152 ms,42 Mbps,5449 kB/s,5449.0
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,182 ms,39 Mbps,5057 kB/s,5057.0
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,160 ms,37 Mbps,4763 kB/s,4763.0
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,111 ms,28 Mbps,3659 kB/s,3659.0
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,119 ms,9 Mbps,1186 kB/s,1186.0
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,67 ms,7 Mbps,959 kB/s,959.0
