中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度,峰值速度数值
18.216.55.100,443,18.216.55.100,US,Columbus,中转,10 ms,800 Mbps,102400 kB/s,102400.0
184.169.181.217,443,184.169.181.217,US,San Jose,中转,53 ms,450 Mbps,57651 kB/s,57651.0
34.82.76.253,443,34.169.66.96,US,Seattle,隧道,51 ms,437 Mbps,56012 kB/s,56012.0
35.230.79.26,443,35.212.238.81,US,Seattle,隧道,54 ms,413 Mbps,52940 kB/s,52940.0
192.9.139.160,443,192.9.139.160,US,San Jose,中转,49 ms,411 Mbps,52633 kB/s,52633.0
129.146.7.98,443,129.146.7.98,US,Los Angeles,中转,48 ms,400 Mbps,51200 kB/s,51200.0
23.94.43.51,443,23.94.43.51,US,Seattle,中转,51 ms,392 Mbps,50278 kB/s,50278.0
35.197.23.75,443,35.212.238.81,US,Seattle,隧道,48 ms,389 Mbps,49868 kB/s,49868.0
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,60 ms,328 Mbps,41984 kB/s,41984.0
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,110 ms,248 Mbps,31744 kB/s,31744.0
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,116 ms,200 Mbps,25600 kB/s,25600.0
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,118 ms,198 Mbps,25395 kB/s,25395.0
141.148.244.95,443,163.123.193.23,DE,Munich,隧道,105 ms,180 Mbps,23142 kB/s,23142.0
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,151 ms,143 Mbps,18329 kB/s,18329.0
152.70.55.39,443,158.178.156.14,NL,Amsterdam,隧道,105 ms,126 Mbps,16179 kB/s,16179.0
130.162.132.157,443,132.226.239.169,KR,Seoul,隧道,199 ms,82 Mbps,10547 kB/s,10547.0
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,101 ms,49 Mbps,6278 kB/s,6278.0
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,111 ms,45 Mbps,5860 kB/s,5860.0
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,108 ms,43 Mbps,5536 kB/s,5536.0
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,154 ms,42 Mbps,5424 kB/s,5424.0
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,195 ms,41 Mbps,5351 kB/s,5351.0
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,223 ms,38 Mbps,4973 kB/s,4973.0
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,146 ms,38 Mbps,4878 kB/s,4878.0
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,16 ms,6 Mbps,892 kB/s,892.0
