中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度,峰值速度数值
18.216.55.100,443,18.216.55.100,US,Columbus,中转,18 ms,848 Mbps,108544 kB/s,108544.0
34.82.76.253,443,35.230.34.223,US,Seattle,隧道,76 ms,388 Mbps,49664 kB/s,49664.0
129.146.7.98,443,129.146.7.98,US,Los Angeles,中转,53 ms,380 Mbps,48742 kB/s,48742.0
184.169.181.217,443,184.169.181.217,US,San Jose,中转,66 ms,371 Mbps,47513 kB/s,47513.0
192.9.236.144,443,192.9.236.144,US,San Jose,中转,64 ms,342 Mbps,43827 kB/s,43827.0
35.197.23.75,443,35.212.174.187,US,Seattle,隧道,68 ms,330 Mbps,42291 kB/s,42291.0
192.9.139.160,443,192.9.139.160,US,San Jose,中转,65 ms,327 Mbps,41881 kB/s,41881.0
23.94.43.51,443,23.94.43.51,US,Seattle,中转,70 ms,301 Mbps,38604 kB/s,38604.0
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,96 ms,286 Mbps,36659 kB/s,36659.0
35.230.79.26,443,35.212.174.187,US,Seattle,隧道,68 ms,274 Mbps,35123 kB/s,35123.0
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,91 ms,236 Mbps,30310 kB/s,30310.0
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,93 ms,229 Mbps,29388 kB/s,29388.0
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,160 ms,137 Mbps,17612 kB/s,17612.0
168.138.185.234,443,168.138.185.234,SG,Singapore,中转,241 ms,56 Mbps,7279 kB/s,7279.0
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,92 ms,49 Mbps,6307 kB/s,6307.0
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,91 ms,46 Mbps,5994 kB/s,5994.0
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,169 ms,39 Mbps,5104 kB/s,5104.0
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,195 ms,36 Mbps,4629 kB/s,4629.0
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,175 ms,17 Mbps,2211 kB/s,2211.0
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,72 ms,0 Mbps,119 kB/s,119.0
129.146.46.164,443,129.146.46.164,US,303 Mbps,38809 kB/s,,,,
