中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度,峰值速度数值
35.197.23.75,443,35.212.184.110,US,Seattle,隧道,49 ms,534 Mbps,68403 kB/s,68403.0
184.169.181.217,443,184.169.181.217,US,San Jose,中转,60 ms,488 Mbps,62566 kB/s,62566.0
35.230.79.26,443,35.212.184.110,US,Seattle,隧道,49 ms,482 Mbps,61747 kB/s,61747.0
18.216.55.100,443,18.216.55.100,US,Columbus,中转,12 ms,460 Mbps,58880 kB/s,58880.0
34.82.76.253,443,34.105.33.19,US,Seattle,隧道,50 ms,457 Mbps,58572 kB/s,58572.0
192.9.139.160,443,192.9.139.160,US,San Jose,中转,48 ms,408 Mbps,52326 kB/s,52326.0
23.94.43.51,443,23.94.43.51,US,Seattle,中转,55 ms,294 Mbps,37683 kB/s,37683.0
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,112 ms,258 Mbps,33075 kB/s,33075.0
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,108 ms,188 Mbps,24064 kB/s,24064.0
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,109 ms,185 Mbps,23756 kB/s,23756.0
64.110.101.125,443,64.110.101.125,JP,Osaka,中转,154 ms,160 Mbps,20582 kB/s,20582.0
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,143 ms,158 Mbps,20275 kB/s,20275.0
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,108 ms,52 Mbps,6659 kB/s,6659.0
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,108 ms,48 Mbps,6153 kB/s,6153.0
168.138.185.234,443,168.138.185.234,SG,Singapore,中转,230 ms,47 Mbps,6136 kB/s,6136.0
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,151 ms,46 Mbps,5954 kB/s,5954.0
168.138.212.80,443,168.138.212.80,JP,Tokyo,中转,144 ms,43 Mbps,5596 kB/s,5596.0
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,167 ms,42 Mbps,5411 kB/s,5411.0
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,147 ms,41 Mbps,5315 kB/s,5315.0
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,240 ms,34 Mbps,4407 kB/s,4407.0
47.57.13.107,443,8.212.23.141,HK,Hong Kong,隧道,197 ms,12 Mbps,1592 kB/s,1592.0
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,16 ms,7 Mbps,925 kB/s,925.0
