中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度,峰值速度数值
18.216.55.100,443,18.216.55.100,US,Columbus,中转,23 ms,771 Mbps,98713 kB/s,98713.0
184.169.181.217,443,184.169.181.217,US,San Jose,中转,67 ms,424 Mbps,54272 kB/s,54272.0
34.82.76.253,443,35.230.34.223,US,Seattle,隧道,67 ms,370 Mbps,47411 kB/s,47411.0
129.146.7.98,443,129.146.7.98,US,Los Angeles,中转,58 ms,361 Mbps,46284 kB/s,46284.0
192.9.139.160,443,192.9.139.160,US,San Jose,中转,69 ms,337 Mbps,43212 kB/s,43212.0
35.230.79.26,443,35.212.174.187,US,Seattle,隧道,68 ms,329 Mbps,42188 kB/s,42188.0
35.197.23.75,443,35.212.174.187,US,Seattle,隧道,71 ms,326 Mbps,41779 kB/s,41779.0
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,78 ms,296 Mbps,37990 kB/s,37990.0
23.94.43.51,443,23.94.43.51,US,Seattle,中转,69 ms,296 Mbps,37990 kB/s,37990.0
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,94 ms,264 Mbps,33894 kB/s,33894.0
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,108 ms,239 Mbps,30617 kB/s,30617.0
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,90 ms,236 Mbps,30310 kB/s,30310.0
64.110.101.125,443,64.110.101.125,JP,Osaka,中转,171 ms,124 Mbps,15872 kB/s,15872.0
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,169 ms,112 Mbps,14438 kB/s,14438.0
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,90 ms,43 Mbps,5596 kB/s,5596.0
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,88 ms,42 Mbps,5384 kB/s,5384.0
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,168 ms,37 Mbps,4742 kB/s,4742.0
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,174 ms,35 Mbps,4480 kB/s,4480.0
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,203 ms,34 Mbps,4393 kB/s,4393.0
8.219.171.140,443,8.219.69.217,SG,Singapore,隧道,227 ms,30 Mbps,3940 kB/s,3940.0
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,5 ms,6 Mbps,891 kB/s,891.0
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,252 ms,1 Mbps,180 kB/s,180.0
