中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度,峰值速度数值
184.169.181.217,443,184.169.181.217,US,San Jose,中转,2 ms,1464 Mbps,187392 kB/s,187392.0
35.230.79.26,443,35.212.241.9,US,Seattle,隧道,29 ms,1016 Mbps,130048 kB/s,130048.0
35.197.23.75,443,35.212.241.9,US,Seattle,隧道,31 ms,920 Mbps,117760 kB/s,117760.0
34.82.76.253,443,34.168.69.6,US,Seattle,隧道,31 ms,904 Mbps,115712 kB/s,115712.0
192.9.139.160,443,192.9.139.160,US,San Jose,中转,3 ms,896 Mbps,114688 kB/s,114688.0
129.146.7.98,443,129.146.7.98,US,Los Angeles,中转,25 ms,462 Mbps,59187 kB/s,59187.0
192.9.236.144,443,192.9.236.144,US,San Jose,中转,2 ms,436 Mbps,55910 kB/s,55910.0
18.216.55.100,443,18.216.55.100,US,Columbus,中转,60 ms,376 Mbps,48128 kB/s,48128.0
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,32 ms,318 Mbps,40755 kB/s,40755.0
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,107 ms,194 Mbps,24883 kB/s,24883.0
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,158 ms,121 Mbps,15564 kB/s,15564.0
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,213 ms,120 Mbps,15360 kB/s,15360.0
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,165 ms,108 Mbps,13926 kB/s,13926.0
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,170 ms,47 Mbps,6020 kB/s,6020.0
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,116 ms,42 Mbps,5458 kB/s,5458.0
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,112 ms,42 Mbps,5392 kB/s,5392.0
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,146 ms,41 Mbps,5292 kB/s,5292.0
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,160 ms,40 Mbps,5186 kB/s,5186.0
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,155 ms,37 Mbps,4834 kB/s,4834.0
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,180 ms,20 Mbps,2616 kB/s,2616.0
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,65 ms,4 Mbps,578 kB/s,578.0
