中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度,峰值速度数值
184.169.181.217,443,184.169.181.217,US,San Jose,中转,3 ms,2400 Mbps,307200 kB/s,307200.0
35.230.79.26,443,35.212.237.223,US,Seattle,隧道,27 ms,1024 Mbps,131072 kB/s,131072.0
34.82.76.253,443,34.168.69.6,US,Seattle,隧道,26 ms,992 Mbps,126976 kB/s,126976.0
192.9.139.160,443,192.9.139.160,US,San Jose,中转,1 ms,920 Mbps,117760 kB/s,117760.0
35.197.23.75,443,35.212.237.223,US,Seattle,隧道,22 ms,912 Mbps,116736 kB/s,116736.0
192.9.236.144,443,192.9.236.144,US,San Jose,中转,7 ms,444 Mbps,56832 kB/s,56832.0
18.216.55.100,443,18.216.55.100,US,Columbus,中转,61 ms,384 Mbps,49152 kB/s,49152.0
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,105 ms,205 Mbps,26316 kB/s,26316.0
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,161 ms,156 Mbps,20070 kB/s,20070.0
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,167 ms,119 Mbps,15257 kB/s,15257.0
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,157 ms,113 Mbps,14540 kB/s,14540.0
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,153 ms,43 Mbps,5587 kB/s,5587.0
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,140 ms,43 Mbps,5534 kB/s,5534.0
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,111 ms,42 Mbps,5412 kB/s,5412.0
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,119 ms,41 Mbps,5306 kB/s,5306.0
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,171 ms,39 Mbps,5076 kB/s,5076.0
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,169 ms,38 Mbps,4979 kB/s,4979.0
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,175 ms,34 Mbps,4423 kB/s,4423.0
8.219.1.169,443,8.219.1.169,SG,Singapore,中转,179 ms,10 Mbps,1384 kB/s,1384.0
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,75 ms,6 Mbps,877 kB/s,877.0
8.219.151.64,443,8.219.69.217,SG,Singapore,隧道,177 ms,1 Mbps,143 kB/s,143.0
129.146.46.164,443,129.146.46.164,359 Mbps,45977 kB/s,,,,,
