中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度,峰值速度数值
18.216.55.100,443,18.216.55.100,US,Columbus,中转,31 ms,767 Mbps,98201 kB/s,98201.0
184.169.181.217,443,184.169.181.217,US,London,中转,64 ms,381 Mbps,48844 kB/s,48844.0
34.82.76.253,443,34.169.31.209,US,Seattle,隧道,69 ms,380 Mbps,48742 kB/s,48742.0
192.9.139.160,443,192.9.139.160,US,San Jose,中转,68 ms,353 Mbps,45260 kB/s,45260.0
129.146.7.98,443,129.146.7.98,US,Chicago,中转,53 ms,324 Mbps,41472 kB/s,41472.0
23.94.43.51,443,23.94.43.51,US,Seattle,中转,72 ms,284 Mbps,36454 kB/s,36454.0
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,67 ms,267 Mbps,34201 kB/s,34201.0
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,96 ms,263 Mbps,33689 kB/s,33689.0
129.146.46.164,443,129.146.46.164,,colo.txt:Los Angeles,中转,0 ms,170 Mbps,21811 kB/s,21811.0
198.23.254.51,443,198.23.254.51,US,San Jose,中转,65 ms,116 Mbps,14848 kB/s,14848.0
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,164 ms,114 Mbps,14643 kB/s,14643.0
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,104 ms,47 Mbps,6016 kB/s,6016.0
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,93 ms,46 Mbps,5982 kB/s,5982.0
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,87 ms,46 Mbps,5961 kB/s,5961.0
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,89 ms,43 Mbps,5546 kB/s,5546.0
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,183 ms,42 Mbps,5487 kB/s,5487.0
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,171 ms,40 Mbps,5239 kB/s,5239.0
168.138.212.80,443,168.138.212.80,JP,Tokyo,中转,163 ms,40 Mbps,5193 kB/s,5193.0
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,220 ms,37 Mbps,4845 kB/s,4845.0
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,194 ms,37 Mbps,4778 kB/s,4778.0
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,208 ms,31 Mbps,4061 kB/s,4061.0
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,234 ms,30 Mbps,3863 kB/s,3863.0
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,199 ms,26 Mbps,3332 kB/s,3332.0
47.57.13.107,443,8.212.22.44,HK,Hong Kong,隧道,226 ms,9 Mbps,1277 kB/s,1277.0
8.219.1.169,443,8.219.1.169,SG,Singapore,中转,226 ms,7 Mbps,1023 kB/s,1023.0
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,56 ms,1 Mbps,158 kB/s,158.0
