中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度,峰值速度数值
184.169.181.217,443,184.169.181.217,US,San Jose,中转,13 ms,2280 Mbps,291840 kB/s,291840.0
35.230.79.26,443,35.212.174.187,US,Seattle,隧道,21 ms,1016 Mbps,130048 kB/s,130048.0
34.82.76.253,443,35.230.34.223,US,Seattle,隧道,21 ms,960 Mbps,122880 kB/s,122880.0
35.197.23.75,443,35.212.174.187,US,Seattle,隧道,27 ms,912 Mbps,116736 kB/s,116736.0
192.9.139.160,443,192.9.139.160,US,San Jose,中转,12 ms,872 Mbps,111616 kB/s,111616.0
23.94.43.51,443,23.94.43.51,US,Seattle,中转,23 ms,693 Mbps,88780 kB/s,88780.0
129.146.7.98,443,129.146.7.98,US,Los Angeles,中转,17 ms,463 Mbps,59289 kB/s,59289.0
18.216.55.100,443,18.216.55.100,US,Columbus,中转,62 ms,377 Mbps,48332 kB/s,48332.0
192.9.236.144,443,192.9.236.144,US,San Jose,中转,2 ms,369 Mbps,47308 kB/s,47308.0
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,28 ms,368 Mbps,47104 kB/s,47104.0
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,110 ms,228 Mbps,29286 kB/s,29286.0
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,153 ms,144 Mbps,18432 kB/s,18432.0
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,152 ms,137 Mbps,17612 kB/s,17612.0
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,168 ms,132 Mbps,16896 kB/s,16896.0
168.138.185.234,443,168.138.185.234,SG,Singapore,中转,181 ms,97 Mbps,12492 kB/s,12492.0
168.138.212.80,443,168.138.212.80,JP,Tokyo,中转,109 ms,49 Mbps,6340 kB/s,6340.0
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,128 ms,48 Mbps,6147 kB/s,6147.0
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,144 ms,46 Mbps,5970 kB/s,5970.0
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,151 ms,46 Mbps,5916 kB/s,5916.0
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,115 ms,45 Mbps,5879 kB/s,5879.0
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,165 ms,44 Mbps,5747 kB/s,5747.0
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,164 ms,42 Mbps,5451 kB/s,5451.0
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,173 ms,38 Mbps,4976 kB/s,4976.0
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,84 ms,5 Mbps,677 kB/s,677.0
