中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度,峰值速度数值
18.216.55.100,443,18.216.55.100,US,Columbus,中转,16 ms,832 Mbps,106496 kB/s,106496.0
184.169.181.217,443,184.169.181.217,US,San Jose,中转,59 ms,384 Mbps,49254 kB/s,49254.0
129.146.209.97,443,129.146.209.97,US,Los Angeles,中转,53 ms,373 Mbps,47820 kB/s,47820.0
34.82.76.253,443,35.230.34.223,US,Seattle,隧道,70 ms,373 Mbps,47820 kB/s,47820.0
35.230.79.26,443,35.212.174.187,US,Seattle,隧道,68 ms,371 Mbps,47513 kB/s,47513.0
35.197.23.75,443,35.212.174.187,US,Seattle,隧道,69 ms,358 Mbps,45875 kB/s,45875.0
192.9.139.160,443,192.9.139.160,US,San Jose,中转,66 ms,348 Mbps,44646 kB/s,44646.0
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,66 ms,282 Mbps,36147 kB/s,36147.0
23.94.43.51,443,23.94.43.51,US,Seattle,中转,70 ms,276 Mbps,35430 kB/s,35430.0
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,89 ms,276 Mbps,35430 kB/s,35430.0
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,89 ms,219 Mbps,28057 kB/s,28057.0
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,91 ms,206 Mbps,26419 kB/s,26419.0
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,161 ms,112 Mbps,14438 kB/s,14438.0
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,92 ms,45 Mbps,5823 kB/s,5823.0
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,168 ms,44 Mbps,5737 kB/s,5737.0
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,90 ms,43 Mbps,5524 kB/s,5524.0
129.154.214.199,443,128.14.104.155,SG,Singapore,隧道,273 ms,42 Mbps,5434 kB/s,5434.0
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,235 ms,39 Mbps,4996 kB/s,4996.0
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,172 ms,37 Mbps,4836 kB/s,4836.0
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,241 ms,37 Mbps,4796 kB/s,4796.0
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,5 ms,6 Mbps,801 kB/s,801.0
