中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度,峰值速度数值
43.153.103.203,443,43.153.103.203,US,San Jose,中转,41 ms,673 Mbps,86220 kB/s,86220.0
18.216.55.100,443,18.216.55.100,US,Columbus,中转,26 ms,563 Mbps,72089 kB/s,72089.0
43.153.80.208,443,43.153.80.208,US,San Jose,中转,48 ms,538 Mbps,68915 kB/s,68915.0
192.9.139.160,443,192.9.139.160,US,San Jose,中转,49 ms,527 Mbps,67481 kB/s,67481.0
23.94.43.51,443,23.94.43.51,US,Seattle,中转,42 ms,500 Mbps,64000 kB/s,64000.0
129.146.209.97,443,129.146.209.97,US,Los Angeles,中转,53 ms,379 Mbps,48537 kB/s,48537.0
34.82.76.253,443,34.83.12.158,US,Seattle,隧道,55 ms,365 Mbps,46796 kB/s,46796.0
129.146.46.164,443,129.146.46.164,,colo.txt:Los Angeles,中转,0 ms,334 Mbps,42803 kB/s,42803.0
192.9.236.144,443,192.9.236.144,US,San Jose,中转,39 ms,323 Mbps,41369 kB/s,41369.0
152.70.62.177,443,2606:f240:f00:dd8d:0:5e7f:463d:6d85,DE,Munich,隧道,141 ms,199 Mbps,25497 kB/s,25497.0
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,116 ms,182 Mbps,23347 kB/s,23347.0
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,125 ms,166 Mbps,21299 kB/s,21299.0
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,145 ms,144 Mbps,18432 kB/s,18432.0
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,127 ms,142 Mbps,18227 kB/s,18227.0
8.219.139.93,443,47.245.84.175,SG,Singapore,隧道,214 ms,83 Mbps,10649 kB/s,10649.0
8.219.151.64,443,47.84.41.244,SG,Singapore,隧道,209 ms,83 Mbps,10649 kB/s,10649.0
184.169.181.217,443,184.169.181.217,US,San Jose,中转,53 ms,70 Mbps,9006 kB/s,9006.0
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,118 ms,47 Mbps,6109 kB/s,6109.0
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,167 ms,44 Mbps,5652 kB/s,5652.0
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,147 ms,42 Mbps,5480 kB/s,5480.0
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,109 ms,41 Mbps,5303 kB/s,5303.0
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,157 ms,20 Mbps,2596 kB/s,2596.0
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,28 ms,7 Mbps,971 kB/s,971.0
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,215 ms,2 Mbps,258 kB/s,258.0
